Date,Name,core_type,Tree Core Species Code,seq_id,Pith Visible,Sapwood Depth (cm),Heartwood Depth (cm),Tree Core Notes,Length (cm),Mass Empty Tube (g),Mass Tube + Core Segment (g),FRESH MASS (g),Date Placed in Freeze Dryer,Date Removed from Freeze Dryer,Post-Freeze Dry Sample Mass (g),Ground Sample ID,Percent_Change
6/9/2022,Qespi,Outer,TSCA,H3,Yes,,,Middle section dropped on floor ,5,5.3196,6.3907,1.0711,6/10/2022,6/13/2022,0.42,H3 Inner,0.60787975
6/9/2022,Qespi,Outer,TSCA,HX5,Yes,,,,5,5.5172,6.0932,0.576,6/10/2022,6/13/2022,0.313,HX5 Inner,0.456597222
6/10/2022,Qespi,Outer,ACRU,RM303,Yes,,,,5,5.3033,6.1492,0.8459,6/10/2022,6/13/2022,0.578,RM303 Inner,0.316704102
6/10/2022,Qespi,Outer,ACRU,RM2,Yes,,,,5,5.3265,6.3129,0.9864,6/10/2022,6/13/2022,0.556,RM2 Inner,0.436334144
6/10/2022,Qespi,Outer,ACRU,RM304,Yes,,,,5,5.3472,6.1901,0.8429,6/10/2022,6/13/2022,0.57,RM304 Inner,0.323763198
6/10/2022,Qespi,Outer,ACRU,RM3,Yes,,,,5,5.3713,6.2464,0.8751,6/10/2022,6/13/2022,0.513,RM3 Inner,0.413781282
6/10/2022,Qespi,Outer,ACRU,RM10,No,,,Very broken sample. Spongy fractured pieces for the inner piece,5,5.3418,6.0005,0.6587,6/10/2022,6/13/2022,0.402,RM10 Inner,0.389706999
6/10/2022,Jon,Outer,ACRU,RM301a,Yes,,,  Sample contains the whole trunk.Sectioning: a and b ,5,5.3308,6.0161,0.6853,6/10/2022,6/13/2022,0.465,RM301a Inner,0.321465052
6/10/2022,Jon,Outer,ACRU,RM301b,Yes,,,,3.273,5.3249,6.0541,0.7292,6/10/2022,6/13/2022,0.315,RM301b Inner,0.568019748
6/10/2022,Jon,Outer,ACRU,RM502,Yes,,,Inner section (eating away) ,5,5.3275,6.0488,0.7213,6/10/2022,6/13/2022,0.374,RM502 Inner,0.481491751
6/10/2022,Jon,Outer,ACRU,RM5,No,,,,5,5.3494,6.3354,0.986,6/10/2022,6/13/2022,0.559,RM5 Inner,0.43306288
6/10/2022,Jon,Outer,ACRU,RM1,Yes,,,,5,5.3048,6.3555,1.0507,6/10/2022,6/13/2022,0.555,RM1 Inner,0.471780718
6/10/2022,Jon,Outer,ACRU,RM501,No,,,Sample not long enough for sectioning,0,0,0,0,6/10/2022,6/13/2022,,RM501 Inner,#DIV/0!
6/10/2022,Jon,Outer,ACRU,RM4,Yes,,,,4.015,5.3611,6.0916,0.7305,6/10/2022,6/13/2022,0.47,RM4 Inner,0.356605065
6/10/2022,Jon,Outer,ACRU,RM14,No,,,Sample rotten(inner secction),3.849,5.3795,6.2613,0.8818,6/10/2022,6/13/2022,0.511,RM14 Inner,0.420503516
6/10/2022,Jon,Outer,ACRU,RM302,Yes,,,,5,5.3271,6.059,0.7319,6/10/2022,6/13/2022,0.443,RM302 Inner,0.394726055
6/15/2022,Jon,Outer,PIST,WPX7,Yes,,,,5,,,1.0668,6/17/2022,6/21/2022,0.2942,WPX7 Inner,0.724221972
6/15/2022,Jon,Outer,PIST,WPX22,YES,,,,5,,,0.9724,6/17/2022,6/21/2022,0.2893,WPX22 Inner,0.702488688
6/15/2022,Jon,Outer,PIST,wp7,yes,,,,5,,,1.1266,6/17/2022,6/21/2022,0.5751,wp7 Inner,0.489526007
6/15/2022,Jon,Outer,PIST,wp403,?,,,,5,,,0.9707,6/17/2022,6/21/2022,,wp403 Inner,1
6/15/2022,Jon,Outer,PIST,wp401,No,,,chewed up/fragmented,5,,,0.9415,6/17/2022,6/21/2022,,wp401 Inner,1
6/15/2022,Jon,Outer,PIST,WPBerenice,yes,,,,5,,,0.7106,6/17/2022,6/21/2022,0.3507,WPBerenice Inner,0.506473403
6/15/2022,Jon,Outer,PIST,wpx5,yes,,,,5,,,0.6682,6/17/2022,6/21/2022,0.602,wpx5 Inner,0.099072134
6/15/2022,Jon,Outer,PIST,wp103,yes,,,,5,,,0.979,6/17/2022,6/21/2022,0.2956,wp103 Inner,0.698059244
6/15/2022,Jon,Outer,PIST,wp102,yes,,,,5.2,,,0.8677,6/17/2022,6/21/2022,0.3312,wp102 Inner,0.618301256
6/15/2022,Jon,Outer,PIST,  wp4,?,,,,5,,,1.1193,6/17/2022,6/21/2022,0.3345,  wp4 Inner,0.701152506
6/15/2022,Jon,Outer,PIST,wp8,yes,,,,5,,,1.051,6/17/2022,6/21/2022,0.3052,wp8 Inner,0.709609895
6/15/2022,Jon,Outer,PIST,WPX2,yes,,,,5,,,0.5386,6/17/2022,6/21/2022,0.2546,WPX2 Inner,0.527292982
6/15/2022,Jon,Outer,PIST,wp6,yes,,,,5,,,1.0729,6/17/2022,6/21/2022,0.2991,wp6 Inner,0.721222854
6/15/2022,Jon,Outer,PIST,wp5,?,,,One pice of the core ist lost in the hud ,5,,,1.048,6/17/2022,6/23/2022,0.2718,wp5 Inner,0.740648855
6/15/2022,Jon,Outer,PIST,wp9,?,,,chewed up,5,,,0.7699,6/17/2022,6/21/2022,0.3996,wp9 Inner,0.480971555
6/15/2022,Jon,Outer,PIST,wp101,yes,,,,5,,,1.0097,6/17/2022,6/23/2022,0.2956,wp101 Inner,0.707239774
6/15/2022,Jon,Outer,PIST,wp2,no,,,black rot near center,5,,,0.9281,6/17/2022,6/21/2022,0.4456,wp2 Inner,0.519879323
6/15/2022,Jon,Outer,PIST,wp402,yes,,,,5,,,0.51185,6/17/2022,6/21/2022,0.2546,wp402 Inner,0.502588649
6/15/2022,Jon,Outer,PIST,wp3,yes,,,,5,,,1.2319,6/17/2022,6/21/2022,0.3182,wp3 Inner,0.741699813
6/17/2022,Jon,Outer,QURU,ro9,?,,,,5,,,1.28,6/17/2022,6/23/2022,0.6477,ro9 Inner,0.493984375
6/17/2022,Jon,Outer,QURU,ro3,no,,,chewed up rotted interior,5,,,1.1273,6/17/2022,6/23/2022,0.468,ro3 Inner,0.584848754
6/17/2022,Jon,Outer,QURU,ro11,?,,,,5,,,1.2196,6/17/2022,6/23/2022,0.5998,ro11 Inner,0.50819941
6/17/2022,Jon,Outer,QURU,ro105,yes,,,,5,,,1.1815,6/17/2022,6/23/2022,0.6184,ro105 Inner,0.476597545
6/17/2022,Jon,Outer,QURU,ro101,yes,,,,5,,,1.2105,6/17/2022,6/23/2022,0.6379,ro101 Inner,0.473027675
6/17/2022,Jon,Outer,QURU,ro102,yes,,,,5,,,1.1795,6/17/2022,6/21/2022,0.6155,ro102 Inner,0.478168716
6/17/2022,Jon,Outer,QURU,ro13,yes,,,,5,,,1.1426,6/17/2022,6/21/2022,0.5945,ro13 Inner,0.479695431
6/17/2022,Jon,Outer,QURU,ro7,yes,,,,5,,,1.1813,6/17/2022,6/23/2022,0.5894,ro7 Inner,0.501058156
6/17/2022,Jon,Outer,QURU,ro2,?,,,,5,,,1.1267,6/17/2022,6/21/2022,0.5771,ro2 Inner,0.487796219
6/17/2022,Jon,Outer,QURU,ro8,yes,,,,5,,,1.2111,6/17/2022,6/23/2022,0.628,ro8 Inner,0.481463133
6/17/2022,Jon,Outer,QURU,ro104,yes,,,,5,,,1.1437,6/17/2022,6/21/2022,,ro104 Inner,1
6/22/2022,Jon,Outer,QURU,ro1,yes,,,,5,,,1.1225,27-Jun,7/1/2022,0.5743,ro1 Inner,0.488374165
6/22/2022,Jon,Outer,QURU,ro10,Yes,,,,5,,,1.1919,27-Jun,7/1/2022,0.6068,ro10 Inner,0.490896887
6/22/2022,Jon,Outer,QURU,ro103,Yes,,,,5,,,1.1354,27-Jun,7/1/2022,0.6135,ro103 Inner,0.459661793
6/22/2022,Jon,Outer,ACRU,rms1,Yes,,,,5,,,0.8778,23-Jun,6/27/2022,0.5609,rms1 Inner,0.361016177
6/22/2022,Jon,Outer,ACRU,RM503,No,,,Inside  rothen ,4.45,,,0.8872,23-Jun,6/27/2022,0.3318,RM503 Inner,0.626014427
6/22/2022,Jon,Outer,FRAM,WA14,Yes,,,,5,,,0.0038,23-Jun,6/27/2022,,WA14 Inner,1
6/22/2022,Jon,Outer,FRAM,WAX1,Yes,,,,5,,,0.982,27-Jun,7/1/2022,0.628,WAX1 Inner,0.360488798
6/22/2022,Qespi,Outer,FRAM,WA5,Yes,,,,5,,,1.1885,27-Jun,7/1/2022,0.6882,WA5 Inner,0.420950778
6/22/2022,Qespi,Outer,FRAM,WA12,Yes,,,,5,,,0.9742,23-Jun,6/27/2022,0.7013,WA12 Inner,0.280127284
6/22/2022,Jon,Outer,FRAM,WA1,Yes,,,,5,,,0.9413,27-Jun,7/1/2022,0.6269,WA1 Inner,0.334006162
6/22/2022,Jon,Outer,FRAM,WA10,Yes,,,,5,,,0.807,23-Jun,6/27/2022,0.5481,WA10 Inner,0.320817844
6/22/2022,Jon,Outer,FRAM,WA101,Yes,,,,5,,,0.9581,23-Jun,6/27/2022,0.6455,WA101 Inner,0.326270744
6/22/2022,Jon,Outer,FRAM,WA103*,No,,,Hard to read label. Heartwood and sapwood ends were difficult to determine.,5,,,1.0779,23-Jun,6/27/2022,0.5934,WA103* Inner,0.44948511
6/22/2022,Jon,Outer,FRAM,WA14,No,,,,5,,,0.9236,27-Jun,7/1/2022,0.6379,WA14 Inner,0.309333045
6/22/2022,Jon,Outer,FRAM,WA103,Yes,,,,5,,,1.0064,27-Jun,7/1/2022,0.5993,WA103 Inner,0.404511129
6/23/2022,Qespi,Outer,FRAM,WA102,Yes,,,,0.15,,,0.2424,23-Jun,6/27/2022,0.1327,WA102 Inner,0.452557756
6/23/2022,Qespi,Outer,FRAM,WA15,Yes,,,,4.363,,,0.6745,27-Jun,7/1/2022,0.4666,WA15 Inner,0.308228317
6/23/2022,Qespi,Outer,FRAM,WA104,No,,,Too small to section,0,,,0,23-Jun,6/27/2022,,WA104 Inner,#DIV/0!
6/23/2022,Qespi,Outer,BEAL,YB4,Yes,,,,5,,,0.8996,27-Jun,7/1/2022,0.5108,YB4 Inner,0.432192085
6/23/2022,Qespi,Outer,BEAL,YB12,Yes,,,,5,,,0.9736,23-Jun,6/27/2022,0.5575,YB12 Inner,0.427382909
6/23/2022,Qespi,Outer,BEAL,YB13,Yes,,,,3.872,,,0.7539,27-Jun,7/1/2022,0.4334,YB13 Inner,0.425122695
6/23/2022,Qespi,Outer,BEAL,YB3,Yes,,,,5,,,0.8164,27-Jun,7/1/2022,0.5367,YB3 Inner,0.342601666
6/23/2022,Qespi,Outer,BEAL,YB15,Yes,,,,5,,,1.1131,23-Jun,6/27/2022,0.5335,YB15 Inner,0.520707933
6/23/2022,Qespi,Outer,BEAL,YB11,Yes,,,,3.671,,,0.9169,23-Jun,6/27/2022,0.5206,YB11 Inner,0.432217254
6/23/2022,Qespi,Outer,BEAL,YB5,Yes,,,,5,,,1.0073,23-Jun,6/27/2022,0.5231,YB5 Inner,0.480690956
6/23/2022,Qespi,Outer,BEAL,YB10,Yes,,,,5,,,1.0049,23-Jun,6/27/2022,0.5424,YB10 Inner,0.4602448
6/23/2022,Qespi,Outer,BEAL,YB9,No,,,"sample rotten in center, pith not quite visible but likely within rotted heartwood section",,,,,27-Jun,7/1/2022,0.2633,YB9 Inner,#DIV/0!
6/23/2022,Cade,Outer,BEAL,YB11',Yes,,,pith not quite visible but fractured at the approximate expected depth of the pith,4.478,,,0.7449,23-Jun,6/27/2022,0.4805,YB11' Inner,0.354946973
6/23/2022,Qespi,Outer,BEAL,YBYB,Yes,,,"No identifying number on this sample, only 'YBYB'",5,,,1.0752,27-Jun,7/1/2022,0.5365,YBYB Inner,0.501023065
6/23/2022,Qespi,Outer,BEAL,YB2,No,,,Not long enough for sectioning,0,,,0,23-Jun,6/27/2022,,YB2 Inner,#DIV/0!
6/23/2022,Qespi,Outer,BEAL,YB14,No,,,Core is too small for sectioning,0,,,0,23-Jun,6/27/2022,,YB14 Inner,#DIV/0!
6/23/2022,Cade,Outer,BEAL,YB9,No,,,  ,26,,,0.5863,23-Jun,6/27/2022,,YB9 Inner,1
6/23/2022,Cade,Outer,BEAL,CUL8R,Yes,,,,5,,,0.9787,23-Jun,6/27/2022,0.5146,CUL8R Inner,0.47420047
6/24/2022,Jon,Outer,FAGR,AB4/6,Yes,,,,5,,,1.0404,27-Jun,7/1/2022,0.6525,AB4/6 Inner,0.37283737
6/24/2022,Jon,Outer,FAGR,AB4,yes,,,,5,,,0.8702,27-Jun,7/1/2022,0.5659,AB4 Inner,0.349689726
6/24/2022,Jon,Outer,FAGR,AB5,No,,,,5,,,1.0122,23-Jun,6/27/2022,0.6049,AB5 Inner,0.402390832
6/24/2022,Qespi,Outer,FAGR,AB6',No,,,,5,,,0.9958,27-Jun,7/1/2022,0.6276,AB6' Inner,0.369752962
6/24/2022,Qespi,Outer,FAGR,AB1,Yes,,,,5,,,1.0113,23-Jun,6/27/2022,0.5458,AB1 Inner,0.460298626
6/24/2022,Qespi,Outer,FAGR,AB3/5,Yes,,,,5,,,1.1235,27-Jun,7/1/2022,0.6946,AB3/5 Inner,0.381753449
6/24/2022,Qespi,Outer,FAGR,AB10,Yes,,,,5,,,0.9039,27-Jun,7/1/2022,0.5644,AB10 Inner,0.375594645
6/24/2022,Qespi,Outer,FAGR,AB11,Yes,,,,5,,,0.9636,23-Jun,6/27/2022,0.5912,AB11 Inner,0.386467414
6/24/2022,Qespi,Outer,FAGR,AB2,Yes,,,,5,,,1.027,27-Jun,7/1/2022,0.5512,AB2 Inner,0.463291139
6/24/2022,Qespi,Outer,FAGR,AB501,Yes,,,,5,,,0.9659,27-Jun,7/1/2022,0.5754,AB501 Inner,0.404286158
6/24/2022,Qespi,Outer,FAGR,AB6,Yes,,,,5,,,1.0821,23-Jun,6/27/2022,0.6106,AB6 Inner,0.435726827
6/24/2022,Qespi,Outer,FAGR,AB3,Yes,,,,5,,,0.8488,27-Jun,7/1/2022,0.5506,AB3 Inner,0.35131951
6/24/2022,Qespi,Outer,FAGR,AB9,Yes,,,,3.462,,,0.6579,27-Jun,7/1/2022,0.422,AB9 Inner,0.358565131
6/24/2022,Qespi,Outer,FAGR,ABT14P,Yes,,,,5,,,0.9252,27-Jun,7/1/2022,0.572,ABT14P Inner,0.381755296
6/28/2022,Cade,Outer,BELE,BB16,Yes,,,,5,,,1.1146,7/5/2022,7/8/2022,0.5246,BB16 Inner,0.529337879
6/28/2022,Cade,Outer,BELE,BB11,Yes,,,,5,,,1.08,7/1/2022,7/5/2022,0.5954,BB11 Inner,0.448703704
6/28/2022,Cade,Outer,BELE,BBX7,Yes,,,,5,,,0.8095,7/5/2022,7/8/2022,0.4988,BBX7 Inner,0.383817171
6/28/2022,Cade,Outer,BELE,BB14,Yes,,,,5,,,1.0563,7/1/2022,7/5/2022,0.5872,BB14 Inner,0.444097321
6/28/2022,Cade,Outer,BELE,BB3,Yes,,,,5,,,0.9879,7/1/2022,7/5/2022,0.5412,BB3 Inner  ,0.452171272
6/28/2022,Cade,Outer,BELE,BB7,Yes,,,,5,,,0.8996,7/1/2022,7/5/2022,0.5469,BB7 Inner,0.392063139
6/28/2022,Cade,Outer,BELE,BB10',Yes,,,,5,,,0.8985,7/1/2022,7/5/2022,0.5647,BB10' Inner,0.371508069
6/28/2022,Cade,Outer,BELE,BB1,Yes,,,,5,,,0.8081,7/1/2022,7/5/2022,0.5603,BB1 Inner,0.306645217
6/28/2022,Cade,Outer,BELE,BB12,Yes ,,,,5,,,1.0945,7/5/2022,7/8/2022,0.5872,BB12 Inner,0.463499315
6/28/2022,Cade,Outer,BELE,BB16',Yes,,,,4.738,,,0.8397,7/1/2022,7/5/2022,,BB16' Inner,1
6/28/2022,Cade,Outer,BELE,BB10,Yes,,,,5,,,0.9731,7/5/2022,7/8/2022,0.5414,BB10 Inner,0.443633748
6/28/2022,Mike,Outer,BELE,BBX1,Yes,,,,5,,,0.8267,7/1/2022,7/5/2022,0.4978,BBX1 Inner,0.397846861
6/28/2022,Mike,Outer,BELE,BBGT1,Yes,,,,5,,,0.9478,7/5/2022,7/8/2022,0.5,BBGT1 Inner,0.472462545
6/28/2022,Mike,Outer,BELE,BB6,Yes,,,,5,,,0.9153,7/1/2022,7/5/2022,0.5631,BB6 Inner,0.384791872
6/28/2022,Mike,Outer,BELE,BB13,Yes,,,,5,,,0.9244,7/5/2022,7/8/2022,0.5579,BB13 Inner,0.396473388
6/28/2022,Qespi,Outer,BELE,BB5,Yes,,,,5,,,1.0493,7/5/2022,7/8/2022,0.5948,BB5 Inner,0.433145907
6/28/2022,Qespi,Outer,BELE,BB8,Yes,,,,5,,,1.1828,7/1/2022,7/5/2022,0.6595,BB8 Inner,0.442424755
6/28/2022,Qespi,Outer,BELE,BBX6,Yes,,,,3.197,,,0.5983,7/1/2022,7/5/2022,0.3146,BBX6 Inner,0.474176834
6/28/2022,Qespi,Outer,BELE,BB9,Yes,,,,5,,,0.8834,7/1/2022,7/5/2022,0.5375,BB9 Inner,0.391555354
6/28/2022,Qespi,Outer,ACSA,SM7,Yes,,,,5,,,0.9698,7/5/2022,7/8/2022,0.6887,SM7 Inner,0.289853578
6/28/2022,Qespi,Outer,ACSA, SM5,Yes,,,,5,,,0.9432,7/1/2022,7/5/2022,0.5952, SM5 Inner,0.368956743
6/28/2022,Qespi,Outer,ACSA ,SM4,Yes,,,,5,,,1.0607,7/5/2022,7/8/2022,0.6659,SM4 Inner,0.372207033
6/28/2022,Qespi,Outer,ACSA,SM6,Yes,,,,5,,,0.8953,7/5/2022,7/8/2022,0.5836,SM6 Inner,0.348151458
6/28/2022,Qespi,Outer,ACSA,SM14,Yes,,,,5,,,0.9374,7/1/2022,7/5/2022,0.5969,SM14 Inner,0.363238745
6/28/2022,Qespi,Outer,ACSA,SM11,Yes,,,,5,,,0.9387,7/5/2022,7/8/2022,0.6269,SM11 Inner,0.3321615
6/28/2022,Qespi,Outer,ACSA,SM3,Yes,,,,5,,,0.9997,7/1/2022,7/5/2022,0.6448,SM3 Inner,0.355006502
6/28/2022,Qespi,Outer,ACSA,SM8,Yes,,,,5,,,1.0041,7/1/2022,7/5/2022,0.6259,SM8 Inner,0.376655712
6/28/2022,Qespi,Outer,ACSA,SM10,Yes,,,,5,,,0.9197,7/1/2022,7/5/2022,0.6282,SM10 Inner,0.31695118
6/28/2022,Qespi,Outer,ACSA,SM12,Yes,,,,5,,,0.993,7/5/2022,7/8/2022,0.6244,SM12 Inner,0.371198389
6/28/2022,Qespi,Outer,ACSA,SM13,Yes,,,,5,,,1.0543,7/1/2022,7/5/2022,0.6579,SM13 Inner,0.375984065
6/29/2022,Qespi,Outer,ACSA,SM15,,,,"Core may have had orientation switched at initial storage, so pith is difficult to find",5,,,0.9165,7/5/2022,7/8/2022,0.6243,SM15 Inner,0.318821604
6/29/2022,Qespi,Outer,ACSA,SM9,Yes,,,,5,,,0.9998,7/5/2022,7/8/2022,0.6604,SM9 Inner,0.339467894
6/29/2022,Qespi,Outer,ACSA,SM1,,,,"Hard to determine pith location. Possible that orientation is switched, so just making a judgement call on where we believe the sapwood/heartwood is",5,,,0.7663,7/5/2022,7/8/2022,0.627,SM1 Inner,0.181782592
6/29/2022,Qespi,Outer,ACSA,SM2,Yes,,,,5,,,1.0364,7/1/2022,7/5/2022,0.6602,SM2 Inner,0.362987264
6/29/2022,Qespi,Outer,BEPA,PB4,Yes,,,Pith in the middle at the split point,5,,,1.0457,7/5/2022,7/8/2022,0.5414,PB4 Inner,0.482260687
6/29/2022,Qespi,Outer,BEPA,PB2,No,,,,3.454,,,0.7607,7/1/2022,7/5/2022,0.3709,PB2 Inner,0.512422769
6/29/2022,Qespi,Outer,BEPA,PB5,No,,,"Assuming the pith is in the broken section as there is a clear distinction between heartwood and sapwood, but it is not explicitly visible",5,,,0.9383,7/5/2022,7/8/2022,0.4027,PB5 Inner,0.570819567
6/29/2022,Qespi,Outer,BEPA,PB3,No,,,"Presumed location of pith is highly fractured. Pith is not explicitly visible but after consulting the width of the tree, it should be in the broken part. ",5,,,0.7855,7/5/2022,7/8/2022,0.3768,PB3 Inner,0.520305538
6/29/2022,Qespi,Outer,BEPA,PB1,Yes,,,,5,,,0.9496,7/5/2022,7/8/2022,0.5227,PB1 Inner,0.449557709
6/29/2022,Qespi,Outer,BEPA,PB501,Yes,,,,5,,,0.9555,7/1/2022,7/5/2022,0.5011,PB501 Inner,0.475562533
6/29/2022,Qespi,Outer,PRSE,BC2,Yes,,,"No 4-letter code was associated with this sample,",5,,,1.0258,7/5/2022,7/8/2022,0.6155,BC2 Inner,0.399980503
6/29/2022,Qespi,Outer,QUVE,BO1,Yes,,,,5,,,1.1851,7/1/2022,7/5/2022,0.6037,BO1 Inner,0.490591511
6/29/2022,Qespi,Outer,PRSE,BC4,Yes,,,,5.116,,,0.9805,7/5/2022,7/8/2022,0.5586,BC4 Inner,0.430290668
6/29/2022,Qespi,Outer,PRSE,BC1,Yes,,,"After cutting at the pith, whole sample was less than 7.5 cm so it will be counted as one sample",0,,,0,,,,BC1 Inner,#DIV/0!
6/29/2022,Qespi,Outer,CAOV,SH1,Yes,,,,5,,,1.0428,7/5/2022,7/8/2022,0.6447,SH1 Inner,0.381760644
6/29/2022,Qespi,Outer,QURU,BOWSER,Yes,,,,5,,,1.2547,7/1/2022,7/5/2022,0.627,BOWSER Inner,0.500278951
6/29/2022,Jon,Outer,KALA,ML2,,,,"Entire core considered single sample. Labeled ""outer"" but core goes all the way through stem.",,,,,,,,ML2 Inner,#DIV/0!
6/29/2022,Jon,Outer,KALA,MLGP,,,,"Entire core considered single sample. Labeled ""outer"" but core goes all the way through stem.",,,,,,,,MLGP Inner,#DIV/0!
6/29/2022,Qespi,Outer,SAAL,SASSAFRASS,Yes,,,,5,,,0.9531,7/1/2022,7/5/2022,0.4071,SASSAFRASS Inner,0.572867485
7/1/2022,Jon,Outer,QUAL,WO1,yes,,,,5,,,1.262,7/1/2022,7/5/2022,0.6737,WO1 Inner,0.466164818
