Feature ID	Taxon
seq677	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Genolevuria; none
seq678	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq679	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia; none
seq680	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq681	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq682	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Acrodontium; s__virellum
seq683	k__Fungi; p__Ascomycota; none; none; none; none; none
seq684	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq685	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; none
seq686	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; none; none
seq687	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq688	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; none
seq689	k__Fungi; p__Ascomycota; c__Sordariomycetes; none; none; none; none
seq690	k__Fungi; p__Ascomycota; none; none; none; none; none
seq691	k__Fungi; none; none; none; none; none; none
seq692	k__Fungi; p__Ascomycota; c__Dothideomycetes; none; none; none; none
seq693	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Ramularia; s__pratensis
seq694	k__Fungi; none; none; none; none; none; none
seq695	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Virgaria; none
seq696	k__Fungi; p__Ascomycota; none; none; none; none; none
seq697	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; none; none
seq698	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Acrodontium; s__hydnicola
seq699	k__Fungi; none; none; none; none; none; none
seq700	k__Fungi; p__Ascomycota; none; none; none; none; none
seq701	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Conocybe; s__semiglobata
seq702	k__Fungi; none; none; none; none; none; none
seq703	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__meliigena
seq704	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Conioscyphales; f__Conioscyphaceae; g__Conioscypha; s__pleiomorpha
seq705	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Ramularia; s__pratensis
seq706	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq707	k__Fungi; p__Ascomycota; none; none; none; none; none
seq708	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Kramasamuha; none
seq709	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__Rachicladosporium; none
seq710	k__Fungi; none; none; none; none; none; none
seq711	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq712	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq713	k__Fungi; p__Rozellomycota; none; none; none; none; none
seq714	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__meliigena
seq715	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__Lecanoraceae; g__Lecanora; s__stanislai
seq716	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq717	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; none; none; none
seq718	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetes_ord_Incertae_sedis; f__Sordariomycetes_fam_Incertae_sedis; g__Bactrodesmiastrum; s__pyriforme
seq719	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiaceae; g__Exobasidium; s__maculosum
seq720	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Flagelloscypha; s__minutissima
seq721	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Brevicellicium; none
seq722	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq723	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq724	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Capnobotryella; s__renispora
seq725	k__Fungi; p__Kickxellomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__taiwanensis
seq726	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__chaetospira
seq727	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Bactrodesmium; s__abruptum
seq728	k__Fungi; none; none; none; none; none; none
seq729	k__Fungi; p__Chytridiomycota; none; none; none; none; none
seq730	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__splendidissima
seq731	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__Stictidaceae; g__Absconditella; s__rubra
seq732	k__Fungi; p__Ascomycota; none; none; none; none; none
seq733	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; none
seq734	k__Fungi; p__Basidiomycota; c__Atractiellomycetes; o__Atractiellales; f__Atractiellales_fam_Incertae_sedis; g__Helicogloea; none
seq735	k__Fungi; p__Ascomycota; none; none; none; none; none
seq736	k__Fungi; p__Basidiomycota; none; none; none; none; none
seq737	k__Fungi; p__Ascomycota; none; none; none; none; none
seq738	k__Fungi; none; none; none; none; none; none
seq739	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Acrodontium; none
seq740	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; none; none
seq741	k__Fungi; p__Ascomycota; none; none; none; none; none
seq742	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Leptobacillium; s__leptobactrum
seq743	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; none
seq744	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricales_fam_Incertae_sedis; g__Uncobasidium; none
seq745	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__chlamydosporicum
seq746	k__Fungi; p__Ascomycota; none; none; none; none; none
seq747	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; none
seq748	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq749	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq750	k__Fungi; none; none; none; none; none; none
seq751	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; none
seq752	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Trichomerium; s__dioscoreae
seq753	k__Fungi; none; none; none; none; none; none
seq754	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Myriangiaceae; g__Myriangium; none
seq755	k__Fungi; p__Ascomycota; none; none; none; none; none
seq756	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; none; none; none
seq757	k__Fungi; none; none; none; none; none; none
seq758	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; none
seq759	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq760	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__Scleropezicula; none
seq761	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Diplodia; none
seq762	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Retiarius; none
seq763	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Epicoccum; s__dendrobii
seq764	k__Fungi; p__Ascomycota; none; none; none; none; none
seq765	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; none
seq766	k__Fungi; p__Ascomycota; none; none; none; none; none
seq767	k__Fungi; none; none; none; none; none; none
seq768	k__Fungi; p__Ascomycota; c__Eurotiomycetes; none; none; none; none
seq769	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq770	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq771	k__Fungi; p__Ascomycota; none; none; none; none; none
seq772	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq773	k__Fungi; none; none; none; none; none; none
seq774	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Phacidiales; f__Phacidiaceae; g__Phacidium; s__pseudophacidioides
seq775	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; none
seq776	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__pilosella
seq777	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; none; none; none
seq778	k__Fungi; p__Basidiomycota; c__Agaricomycetes; none; none; none; none
seq779	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq780	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq781	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; none; none
seq782	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; none; none
seq783	k__Fungi; p__Ascomycota; none; none; none; none; none
seq784	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq785	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Acrodontium; s__hydnicola
seq786	k__Fungi; none; none; none; none; none; none
seq787	k__Fungi; p__Ascomycota; none; none; none; none; none
seq788	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Lopadostoma; s__americanum
seq789	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; none; none; none
seq790	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; none; none; none
seq791	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; none; none
seq792	k__Fungi; p__Ascomycota; none; none; none; none; none
seq793	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycena; s__meliigena
seq794	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Ilyonectria; s__mors-panacis
seq795	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Monocillium; s__griseo-ochraceum
seq796	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__cretae
seq797	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; none; none; none
seq798	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__chaetospira
seq799	k__Fungi; none; none; none; none; none; none
seq800	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Leucosporidiales; none; none; none
seq801	k__Fungi; p__Ascomycota; none; none; none; none; none
seq802	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq803	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Scytalidium; none
seq804	k__Fungi; p__Ascomycota; none; none; none; none; none
seq805	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete; none
seq806	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Pseudeurotiaceae; g__Pseudogymnoascus; s__destructans
seq807	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Diplodia; s__intermedia
seq808	k__Fungi; p__Ascomycota; none; none; none; none; none
seq809	k__Fungi; p__Ascomycota; c__Lecanoromycetes; none; none; none; none
seq810	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__majus
seq811	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq812	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Ramularia; none
seq813	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Fusariella; none
seq814	k__Fungi; p__Ascomycota; c__Coniocybomycetes; o__Coniocybales; f__Coniocybaceae; g__Sclerophora; s__peronella
seq815	k__Fungi; none; none; none; none; none; none
seq816	k__Fungi; p__Ascomycota; none; none; none; none; none
seq817	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq818	k__Fungi; p__Ascomycota; c__Lecanoromycetes; none; none; none; none
seq819	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; none; none
seq820	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; none
seq821	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; none
seq822	k__Fungi; p__Ascomycota; c__Saccharomycetes; none; none; none; none
seq823	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__albohyalina
seq824	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Phialocephala; none
seq825	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Pseudeurotiaceae; g__Pseudeurotium; none
seq826	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Flagelloscypha; s__minutissima
seq827	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; none; none
seq828	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; none
seq829	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Tolypocladium; s__pustulatum
seq830	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq831	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq832	k__Fungi; p__Ascomycota; none; none; none; none; none
seq833	k__Fungi; p__Ascomycota; none; none; none; none; none
seq834	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Monochaetia; s__junipericola
seq835	k__Fungi; p__Kickxellomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Spiromyces; s__aspiralis
seq836	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; none; none
seq837	k__Fungi; p__Ascomycota; none; none; none; none; none
seq838	k__Fungi; p__Ascomycota; none; none; none; none; none
seq839	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq840	k__Fungi; none; none; none; none; none; none
seq841	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Mniaeciaceae; g__Epithamnolia; s__rangiferinae
seq842	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; none; none
seq843	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; none; none
seq844	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq845	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq846	k__Fungi; p__Ascomycota; c__Lecanoromycetes; none; none; none; none
seq847	k__Fungi; p__Ascomycota; none; none; none; none; none
seq848	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__herbamans
seq849	k__Fungi; p__Ascomycota; c__Leotiomycetes; none; none; none; none
seq850	k__Fungi; none; none; none; none; none; none
seq851	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; none; none
seq852	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; none
seq853	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; f__Myriangiaceae; g__Myriangium; none
seq854	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Dactylaria; s__fragilis
seq855	k__Fungi; p__Ascomycota; none; none; none; none; none
seq856	k__Fungi; none; none; none; none; none; none
seq857	k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; none; none
seq858	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Pertusariaceae; g__Pertusaria; s__corallina
seq859	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; none; none; none
seq860	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq861	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq862	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; none
seq863	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; none
seq864	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; none
seq865	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__cretae
seq866	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq867	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Geastrumia; s__polystigmatis
seq868	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleomassariaceae; none; none
seq869	k__Fungi; p__Ascomycota; none; none; none; none; none
seq870	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; none; none; none
seq871	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; none; none; none
seq872	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq873	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; none
seq874	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; none
seq875	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; none
seq876	k__Fungi; none; none; none; none; none; none
seq877	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__casimiri
seq878	k__Fungi; p__Mortierellomycota; none; none; none; none; none
seq879	k__Fungi; p__Ascomycota; none; none; none; none; none
seq880	k__Fungi; p__Ascomycota; c__Xylonomycetes; o__Symbiotaphrinales; f__Symbiotaphrinaceae; g__Symbiotaphrina; none
seq881	k__Fungi; none; none; none; none; none; none
seq882	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cylindrocladium; s__peruvianum
seq883	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae; g__Magnohelicospora; s__iberica
seq884	k__Fungi; none; none; none; none; none; none
seq885	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; none; none
seq886	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Sporothrix; s__guttuliformis
seq887	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__Devriesia; none
seq888	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Thyronectria; none
seq889	k__Fungi; none; none; none; none; none; none
seq890	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__vraolstadiae
seq891	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__cretae
seq892	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Microdochiaceae; g__Gyrothrix; none
seq893	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Cantharellaceae; g__Craterellus; s__fallax
seq894	k__Fungi; p__Ascomycota; none; none; none; none; none
seq895	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__corylophilum
seq896	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleraceae; g__Fonsecazyma; none
seq897	k__Fungi; p__Ascomycota; none; none; none; none; none
seq898	k__Fungi; p__Ascomycota; none; none; none; none; none
seq899	k__Fungi; p__Ascomycota; none; none; none; none; none
seq900	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; s__aurea
seq901	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; none; none; none
seq902	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; none; none; none
seq903	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__basiparvispora
seq904	k__Fungi; p__Ascomycota; none; none; none; none; none
seq905	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; none; none
seq906	k__Fungi; p__Ascomycota; c__Dothideomycetes; none; none; none; none
seq907	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; none
seq908	k__Fungi; p__Ascomycota; none; none; none; none; none
seq909	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycenella; none
seq910	k__Fungi; none; none; none; none; none; none
seq911	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; none; none
seq912	k__Fungi; none; none; none; none; none; none
seq913	k__Fungi; none; none; none; none; none; none
seq914	k__Fungi; p__Ascomycota; none; none; none; none; none
seq915	k__Fungi; p__Ascomycota; none; none; none; none; none
seq916	k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__communis
seq917	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cryptocline; none
seq918	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; none; none
seq919	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__riverlandense
seq920	k__Fungi; p__Ascomycota; none; none; none; none; none
seq921	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Myriangiales; none; none; none
seq922	k__Fungi; p__Ascomycota; none; none; none; none; none
seq923	k__Fungi; p__Ascomycota; none; none; none; none; none
seq924	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Chalara; s__pseudoaffinis
seq925	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Elaphomycetaceae; g__Elaphomyces; s__muricatus
seq926	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Trichosphaeriales; f__Trichosphaeriaceae; g__Nigrospora; s__oryzae
seq927	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; none; none
seq928	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; none; none; none
seq929	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Ciliciopodium; s__brevipes
seq930	k__Fungi; none; none; none; none; none; none
seq931	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; none; none; none
seq932	k__Fungi; p__Ascomycota; none; none; none; none; none
seq933	k__Fungi; p__Ascomycota; none; none; none; none; none
seq934	k__Fungi; p__Ascomycota; none; none; none; none; none
seq935	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Tetrapyrgos; s__nigripes
seq936	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; none
seq937	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; none
seq938	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Pleurotheciales; f__Pleurotheciaceae; g__Anapleurothecium; s__botulisporum
seq939	k__Fungi; p__Ascomycota; none; none; none; none; none
seq940	k__Fungi; p__Ascomycota; none; none; none; none; none
seq941	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__plumulosus
seq942	k__Fungi; p__Ascomycota; none; none; none; none; none
seq943	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; none; none
seq944	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; none
seq945	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__pseudozygospora
seq946	k__Fungi; p__Ascomycota; none; none; none; none; none
seq947	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; none; none; none
